text,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
"ప్రభుత్వ కార్యక్రమాలలో పారదర్శకతను పెంచడానికి, సాంకేతిక పరిజ్ఞానాన్ని ఉపయోగించాలని సూచించారు",0,0,0,1,1,0
"శరణార్థులు, ఆశ్రయం కోరిన వారిని దేశానికి భారంగా చూస్తూ, వారి పట్ల వివక్ష చూపించడం మానవతావాదానికి విరుద్ధం",1,0,1,0,1,0
"ప్రపంచంలోని ఆకలిని నిర్మూలించడానికి అయ్యే ఖర్చు కన్నా, దేశాలు సైనిక ఆయుధాల కోసం చేసే ఖర్చు ఎన్నో రెట్లు ఎక్కువ",0,0,0,0,1,0
"అంతర్జాతీయ సహాయం కూడా కొన్నిసార్లు రాజకీయ పొత్తుల ఆధారంగా పంపిణీ చేయబడి, నిజంగా అవసరమైన దేశాలకు చేరడం లేదు",0,0,0,0,0,1
"సిలికాన్ వ్యాలీలోని టెక్ కంపెనీలలో పనిచేస్తున్న దళితులు, భారతీయ సంతతికి చెందిన సహోద్యోగుల నుండి సూక్ష్మమైన కుల వివక్షను ఎదుర్కొంటున్నారని నివేదికలు వచ్చాయి",0,1,0,0,0,0
"కొన్ని జాతుల వారిని లక్ష్యంగా చేసుకుని పోలీసులు తరచుగా తనిఖీలు చేయడం, వారిపై అనుమానంతో వేధించడం వ్యవస్థీకృత వివక్షకు నిదర్శనం",1,1,0,0,0,0
"మత పెద్దలు తమ ప్రసంగాలలో ఇతర మతాల పట్ల ద్వేషాన్ని నూరిపోస్తూ, యువతను తప్పుదోవ పట్టిస్తున్నారు",0,0,0,0,0,1
"కొన్ని దేశాలలో, మహిళలు తమ భర్త అనుమతి లేకుండా విదేశాలకు ప్రయాణించలేరు, ఇది వారి స్వేచ్ఛను, స్వయంప్రతిపత్తిని హరిస్తుంది",1,0,0,0,0,0
ప్రపంచవ్యాప్తంగా మైనారిటీలకు కార్పొరేట్ లీడర్‌షిప్ లో తక్కువ అవకాశాలు లభిస్తున్నాయి,0,0,0,0,1,0
నేటి సమాజంలో పారదర్శకత లోపించడం బాధాకరం సమాజంలో అసమానతలు ప్రమాదకర స్థాయికి చేరుకున్నాయి #యువత.,0,0,0,0,0,0
ప్రజాస్వామ్య హక్కులు మరియు ఎన్నికల సరళతపై సమగ్రంగా అవగాహన లేదు,1,0,0,1,1,0
ఎన్నికల సమయంలో ప్రజా ప్రతినిధులు బాధ్యతలు మరిచారు.,0,0,0,0,0,0
జీవశాస్త్రంలో కొత్త ఆవిష్కరణలు మానవ ఆరోగ్యాన్ని మెరుగుపరచడానికి సహాయపడతాయి,0,1,0,0,0,1
"మతపరమైన నమ్మకాల పేరుతో, బాలికలకు విద్యను నిరాకరించడం వారి భవిష్యత్తును నాశనం చేయడమే",0,1,0,1,1,0
ఆహార పదార్థాలు వృధా కాకుండా ఉండేందుకు రెస్టారెంట్లు ఇప్పుడు ఆధునిక ఇన్వెంటరీ టెక్నిక్స్ వాడుతున్నాయి,0,0,0,0,0,0
నిమ్న కులాల వారు ఆధిపత్య కులాల వారి ముందు చెప్పులు వేసుకుని నడవకూదనే అనాగరికమైన నిబంధనలు ఇంకా కొన్నిచోట్ల ఉన్నాయి,0,0,1,1,1,0
"తొనిసియన్ ప్రజల నిశ్శబ్దానికి, హాన్స్‌కు శాపం.",0,1,0,1,0,1
ప్రజాస్వామ్య దేశంలో పారదర్శకత లోపించడం బాధాకరం పాలకులు ప్రజల సమస్యలపై స్పందించడం లేదు #ప్రజాస్వామ్యం.,0,0,0,0,0,0
"సాంకేతిక పరిజ్ఞానం పెరిగేకొద్దీ, వృద్ధులు ఆధునిక ప్రపంచంతో సంబంధాలు కోల్పోయి, ఒంటరిగా మిగిలిపోతున్నారు",0,0,0,0,0,1
"ప్రపంచవ్యాప్తంగా కార్యాలయాల్లో లింగ ఆధారిత వేతన వ్యత్యాసం కొనసాగుతూనే ఉంది, మహిళలు అదే పనికి పురుషుల కంటే తక్కువ సంపాదిస్తున్నారు",0,0,0,0,0,1
